仓库,仓库类型,货主,货品ID,货品编号,货品名称,货品件数,空盒子库存,空盒子货品编码,空盒子货品名称,平均库龄,周转天数,同步时间
武清仓,维修库位,智能内容,691521,9787519058586,快乐读书吧·六年级上册·小英雄雨来,1,0,,,75.0,2.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,691522,9787519058562,快乐读书吧·六年级上册·童年,4,0,,,75.0,8.78,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692353,ZNNR250414201,快乐读书吧·三年级上册（全三册线上版）,49,0,,,426.22,0.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692358,ZNNR250414202,快乐读书吧·四年级上册（全四册线上版）,21,0,,,431.57,0.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692369,ZNNR250414203,快乐读书吧·五年级上册（全四册线上版）,109,0,,,419.98,0.98,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692373,ZNNR250414204,快乐读书吧·六年级上册（全三册线上版）,19,0,,,429.79,0.35,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692431,9787550524187,课堂笔记 语文二年级上册,9,0,,,427.89,4.13,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692432,9787550524194,课堂笔记 语文三年级上册,4,0,,,430.0,0.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692433,9787550524156,课堂笔记 语文四年级上册,12,0,,,425.17,2.7,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692434,9787550524163,课堂笔记 语文五年级上册,5,0,,,428.2,1.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692437,9787550524118,课堂笔记 数学二年级上册,2,0,,,427.0,1.73,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692438,9787550524088,课堂笔记 数学三年级上册,1,0,,,429.0,0.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692439,9787550524095,课堂笔记 数学四年级上册,4,0,,,427.5,1.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692441,9787550524125,课堂笔记 数学六年级上册,1,0,,,428.0,0.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692442,9787550524231,课堂笔记 英语三年级上册（人教版）,5,0,,,427.2,2.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692443,9787550524217,课堂笔记 英语四年级上册（人教版）,4,0,,,426.0,3.03,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692444,9787550524200,课堂笔记 英语五年级上册（人教版）,3,0,,,425.33,2.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692445,9787550524224,课堂笔记 英语六年级上册（人教版）,1,0,,,428.0,0.49,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692446,9787550524255,课堂笔记 英语三年级上册（外研版）,3,0,,,421.67,1.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692448,9787550524262,课堂笔记 英语五年级上册（外研版）,1,0,,,428.0,0.66,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692807,ZNNR250416204,课堂笔记 语文同步拓展阅读 四年级上册,1,0,,,374.0,0.1,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692983,9787556527694,Reading A-Z 美国小学同步阅读 1级（点读书）上,92,0,,,357.45,5.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692984,9787556527700,Reading A-Z 美国小学同步阅读 2级（点读书）上,92,0,,,320.35,13.1,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692985,9787556527717,Reading A-Z 美国小学同步阅读 3级（点读书）上,84,0,,,388.56,10.59,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692986,9787556527724,Reading A-Z 美国小学同步阅读 4级（点读书）上,92,0,,,376.14,11.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692987,9787556527731,Reading A-Z 美国小学同步阅读 5级（点读书）上,90,0,,,382.11,16.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692988,9787556527748,Reading A-Z 美国小学同步阅读 6级（点读书）上,42,0,,,398.33,8.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692989,9787556527755,Reading A-Z 美国小学同步阅读 7级（点读书）上,29,0,,,236.69,7.54,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692990,9787556527762,Reading A-Z 美国小学同步阅读 8级（点读书）上,26,0,,,240.15,8.01,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692991,9787556527779,Reading A-Z 美国小学同步阅读 9级（点读书）上,23,0,,,258.17,7.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,692992,9787556527786,Reading A-Z 美国小学同步阅读 10级（点读书）上,47,0,,,376.21,13.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,693069,9787830125912,入园倒计时21天,69,0,,,383.74,0.75,2026-07-15 17:57:35
武清仓,维修库位,智能内容,693713,9787548955924E,新标准.暑假预复习.一升二年级（2025版）,2,0,,,421.0,0.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,693714,9787548955832E,新标准.暑假预复习.二升三年级（2025版）,3,0,,,421.0,0.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,693715,9787548956822E,新标准.暑假预复习.三升四年级（2025版）,8,0,,,421.0,0.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,693716,9787548957003E,新标准.暑假预复习.四升五年级（2025版）,2,0,,,412.5,0.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,693717,9787548957010E,新标准.暑假预复习.五升六年级（2025版）,3,0,,,402.33,0.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694340,9787218177915B,小学数学攻略（升级版）,10,0,,,414.0,3.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694419,9787550524071,小学数学思维培养1级（智能教辅2025）,96,0,,,401.31,7.89,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694420,9787550524040,小学数学思维培养2级（智能教辅2025）,180,0,,,397.11,12.83,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694421,9787550524064,小学数学思维培养3级（智能教辅2025）,189,0,,,394.99,13.58,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694422,9787550524057,小学数学思维培养4级（智能教辅2025）,120,0,,,399.69,9.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694442,9787557919085,暑假自拼200词小学英语 一升二年级,2,0,,,411.5,0.94,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694444,9787557919108,暑假自拼200词小学英语二升三年级 WY,10,0,,,406.2,4.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694447,9787557919139,暑假情境300词小学英语四升五年级 RJ,2,0,,,406.0,0.69,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694589,9787557918910,暑假应用新计算 小学数学 一升二年级RJ,2,0,,,415.5,0.55,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694590,9787557918927,暑假应用新计算 小学数学 二升三年级RJ,4,0,,,410.75,1.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694591,9787557918934,暑假应用新计算 小学数学 三升四年级RJ,7,0,,,406.0,1.78,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694592,9787557918941,暑假应用新计算 小学数学 四升五年级RJ,3,0,,,406.0,0.87,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694593,9787557918972,暑假应用新计算 小学数学 五升六年级RJ,10,0,,,406.0,2.8,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694595,9787557919047,暑假应用新计算 小学数学 二升三年级BS,2,0,,,406.0,0.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694596,9787557919054,暑假应用新计算 小学数学 三升四年级BS,5,0,,,406.0,1.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694597,9787557919061,暑假应用新计算 小学数学 四升五年级BS,3,0,,,411.0,1.06,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694598,9787557919078,暑假应用新计算 小学数学 五升六年级BS,3,0,,,406.0,2.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,694614,9787557919016,暑假六维新阅读小学语文四升五年级,9,0,,,407.22,4.68,2026-07-15 17:57:35
武清仓,维修库位,智能内容,695525,9787556521647A,Reading A-Z 美国小学同步阅读1级 下（李佳琦专供）,2,0,,,34.0,6.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,696243,9787572327056,学而思初中必读名著朝花夕拾精批精讲版,3,0,,,396.0,0.63,2026-07-15 17:57:35
武清仓,维修库位,智能内容,696244,9787572327049,学而思初中必读名著西游记精批精讲版,5,0,,,396.0,0.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697035,ZNNR250529101,快乐读书吧·三年级上册（全三册）（王芳版）,7,0,,,400.57,3.64,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697037,ZNNR250529102,快乐读书吧·四年级上册（全四册）（王芳版）,1,0,,,403.0,0.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697039,ZNNR250529103,快乐读书吧·五年级上册（全四册）（王芳版）,15,0,,,393.73,9.64,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697041,ZNNR250529104,快乐读书吧·六年级上册（全三册）（王芳版）,7,0,,,398.14,3.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697319,9787550525009,摩比分级数学启蒙绘本. 小班,13,0,,,382.08,1.02,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697320,9787550524989,摩比分级数学启蒙绘本. 中班,8,0,,,382.12,1.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697321,9787550524996,摩比分级数学启蒙绘本. 大班,8,0,,,382.12,1.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,697607,9787550524651,初中英语速记词典,57,0,,,307.96,2.35,2026-07-15 17:57:35
武清仓,维修库位,智能内容,698265,9787548961697,超图解同步作文 二年级上册,3,0,,,372.0,0.99,2026-07-15 17:57:35
武清仓,维修库位,智能内容,698266,9787548961703,超图解同步作文 三年级上册,16,0,,,372.0,3.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,698267,9787548961741,超图解同步作文 四年级上册,6,0,,,372.0,1.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,698268,9787548961789,超图解同步作文 五年级上册,4,0,,,372.0,1.13,2026-07-15 17:57:35
武清仓,维修库位,智能内容,698269,9787548961796,超图解同步作文 六年级上册,2,0,,,372.0,1.08,2026-07-15 17:57:35
武清仓,维修库位,智能内容,698805,9787572271373A,摩比爱数学 探索篇（一书一码版）,5,0,,,273.0,2.32,2026-07-15 17:57:35
武清仓,维修库位,智能内容,699477,9787540893811,小学数学周周学一年级上册(2024),5,0,,,341.0,17.31,2026-07-15 17:57:35
武清仓,维修库位,智能内容,699480,9787540893842,小学数学周周学四年级上册(2024),8,0,,,330.62,60.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,699481,9787540893859,小学数学周周学五年级上册(2024),1,0,,,291.0,18.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,699964,9787571651954,每天15分钟 七年级计算,363,0,,,306.75,8.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,700721,9787574807587,英语启蒙日常表达篇,11,0,,,347.0,0.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,700722,9787574807594,英语启蒙韵律童谣篇,1,0,,,347.0,0.1,2026-07-15 17:57:35
武清仓,维修库位,智能内容,700723,9787574807600,英语启蒙自然拼读篇,6,0,,,347.0,0.59,2026-07-15 17:57:35
武清仓,维修库位,智能内容,700982,9787519918828A,10分钟七大能力全脑开发 益智动手游戏书（升级版）,1,0,,,351.0,0.98,2026-07-15 17:57:35
武清仓,维修库位,智能内容,701211,9787557919788,计算天天练一年级上册（2025）,7,0,,,347.0,0.7,2026-07-15 17:57:35
武清仓,维修库位,智能内容,701212,9787557919917,计算天天练二年级上册（2025）,24,0,,,347.0,3.68,2026-07-15 17:57:35
武清仓,维修库位,智能内容,701213,9787557919924,计算天天练三年级上册（2025）,7,0,,,347.0,1.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,701214,9787557919771,计算天天练四年级上册（2025）,3,0,,,347.0,0.4,2026-07-15 17:57:35
武清仓,维修库位,智能内容,701215,9787557919764,计算天天练五年级上册（2025）,3,0,,,347.0,0.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,701216,9787557919795,计算天天练六年级上册（2025）,3,0,,,347.0,0.67,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703588,9787507559835,小学语文阅读与写作1级（智能教辅2025）,4,0,,,235.0,8.78,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703612,9787521779288,集合，神秘成员！（蛋君伴学漫画：天才解谜团）,5,0,,,317.6,4.09,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703613,9787521779295,危险，谜案来袭！（蛋君伴学漫画：天才解谜团）,4,0,,,318.0,3.96,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703614,9787521779301,对决，未解之谜！（蛋君伴学漫画：天才解谜团）,5,0,,,317.6,5.23,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703615,9787521779318,奇遇，进入怪村！（蛋君伴学漫画：天才解谜团）,4,0,,,318.0,4.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703621,9787545926255,基本功天天练 小学语文 二年级上册(2025),2,0,,,320.5,1.31,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703623,9787545926231,基本功天天练 小学语文 四年级上册(2025),2,0,,,319.0,1.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703626,9787545926200,基本功天天练 小学数学 一年级上册 RJ(2025),2,0,,,319.5,15.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703627,9787545926194,基本功天天练 小学数学 二年级上册 RJ(2025),1,0,,,317.0,0.8,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703628,9787545926187,基本功天天练 小学数学 三年级上册 RJ(2025),2,0,,,316.0,1.26,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703629,9787545926170,基本功天天练 小学数学 四年级上册 RJ(2025),1,0,,,316.0,0.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703630,9787545926163,基本功天天练 小学数学 五年级上册 RJ(2025),1,0,,,316.0,0.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703633,9787545926132,基本功天天练 小学数学 二年级上册 BS(2025),1,0,,,325.0,1.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703634,9787545926125,基本功天天练 小学数学 三年级上册 BS(2025),2,0,,,316.0,3.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,703637,9787545926095,基本功天天练 小学数学 六年级上册 BS(2025),2,0,,,316.0,3.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710068,9787550525511,幼小衔接必备课,12,0,,,300.08,1.06,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710852,9787501270354,摩比爱数学萌芽篇上（2025版）,43,0,,,261.47,4.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710853,9787501270484,摩比爱数学萌芽篇下（2025版）,28,0,,,266.25,8.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710854,9787501270347,摩比爱数学探索篇上（2025版）,66,0,,,251.09,8.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710855,9787501270477,摩比爱数学探索篇下（2025版）,24,0,,,267.04,6.71,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710856,9787501270330,摩比爱数学飞跃篇上（2025版）,54,0,,,254.15,7.75,2026-07-15 17:57:35
武清仓,维修库位,智能内容,710857,9787501270491,摩比爱数学飞跃篇下（2025版）,16,0,,,268.0,4.38,2026-07-15 17:57:35
武清仓,维修库位,智能内容,723829,9787572271410C,摩比爱数学 飞跃篇（新国标一书一码版）,88,0,,,236.2,5.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,723831,9787572271373B,摩比爱数学 探索篇（新国标一书一码版）,106,0,,,229.13,5.91,2026-07-15 17:57:35
武清仓,维修库位,智能内容,723833,9787572271397B,摩比爱数学 萌芽篇（新国标一书一码版）,85,0,,,226.42,5.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724392,9787519919986,大声读古诗美文,9,0,,,281.33,0.53,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724393,9787519919948,大声读必认字,3,0,,,285.0,0.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724866,9787550525863,小学数学思维培养 5级 （智能教辅2025）,134,0,,,175.76,16.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724867,9787550525818,小学数学思维培养 6级 （智能教辅2025）,123,0,,,185.24,14.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724868,9787550525825,小学数学思维培养 7级 （智能教辅2025）,135,0,,,159.27,18.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724869,9787550525832,小学数学思维培养 8级 （智能教辅2025）,90,0,,,194.14,12.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724870,9787550525849,小学数学思维培养 9级 （智能教辅2025）,77,0,,,197.6,12.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,724871,9787550525856,小学数学思维培养 10级 （智能教辅2025）,63,0,,,199.92,10.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725796,9787571646691,初中英语作文,36,0,,,256.0,1.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725798,9787571646684,初中作文,45,0,,,250.73,1.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725801,9787572237270B,小学英语周周学1级上册（2025简配版）,9,0,,,235.0,9.1,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725803,9787572237294B,小学英语周周学3级上册（2025简配版）,1,0,,,235.0,11.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725804,9787572237300B,小学英语周周学4级上册（2025简配版）,2,0,,,239.0,36.0,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725805,9787572247293B,剑桥英语周周学1级下册（2025简配版）,7,0,,,239.0,6.18,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725807,9787572247316B,剑桥英语周周学3级下册（2025简配版）,1,0,,,239.0,22.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725808,9787572247286B,剑桥英语周周学4级下册（2025简配版）,1,0,,,239.0,22.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,725873,9787519917449A,8大模型趣解新乘除（升级版）,17,0,,,256.0,2.41,2026-07-15 17:57:35
武清仓,维修库位,智能内容,726989,9787501270743,初中名著 骆驼祥子,47,0,,,197.7,2.94,2026-07-15 17:57:35
武清仓,维修库位,智能内容,726990,9787501270736,初中名著 钢铁是怎样炼成的,77,0,,,196.45,3.99,2026-07-15 17:57:35
武清仓,维修库位,智能内容,726992,9787501270712,初中名著 昆虫记,3,0,,,203.0,0.45,2026-07-15 17:57:35
武清仓,维修库位,智能内容,726998,9787545923902A,寒假预复习 二年级（2026版）,3,0,,,235.0,0.1,2026-07-15 17:57:35
武清仓,维修库位,智能内容,727002,9787545923940A,寒假预复习 六年级（2026版）,1,0,,,228.0,0.38,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789405,9787548952329H,幼小衔接倒计时99天（2026版）,61,0,,,150.52,1.58,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789653,9787548963806,小初语法漫画学练,1777,0,,,65.27,13.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789654,9787548963714,小初语法必练1000题,14,0,,,150.0,0.16,2026-07-15 17:57:35
武清仓,维修库位,智能内容,793373,9787519921262,大声读必认字（升级版）,35,0,,,112.43,1.63,2026-07-15 17:57:35
武清仓,维修库位,智能内容,796168,9787519061845,学而思阅读树（3级全10册）,6,0,,,88.0,4.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799092,9787519921637,计算一日一练,5,0,,,75.0,2.87,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799093,9787519921644,数学一日一练,2,0,,,75.0,1.22,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799094,9787519921651,拼音一日一练,7,0,,,75.0,1.85,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799095,9787519921620,汉字一日一练,9,0,,,75.0,2.61,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799096,ZNNR260407101,幼小衔接第一步·一日一练（全4册）,510,0,,,38.33,19.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,800114,9787519919948A,大声读必认字（老版封面升级）,2,0,,,75.0,0.56,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679785,9787557917388,计算天天练二年级下册（2026修订）,8,0,,,482.5,0.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,679786,9787557917395,计算天天练三年级下册（2026修订）,3,0,,,479.67,0.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,729799,9787218177915A,小学数学攻略（2025版）,68,0,,,197.51,38.25,2026-07-15 17:57:35
武清仓,维修库位,智能内容,729835,9787557920777,课堂笔记 数学二年级下册BS（26春）,1,0,,,215.0,0.74,2026-07-15 17:57:35
武清仓,维修库位,智能内容,729836,9787557920784,课堂笔记 数学三年级下册BS（26春）,1,0,,,214.0,0.69,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730084,9787551164160B,计算真有趣-20以内数的计算（2025）,6,0,,,203.0,0.52,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730899,9787519061005,快乐读书吧·一年级下册·读读童谣和儿歌（全4册）（2025线上版）,7,0,,,203.0,0.32,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730908,9787519061135,快乐读书吧·四年级下册·灰尘的旅行（2025线上版）,1,0,,,200.0,0.66,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730909,9787519061029,快乐读书吧·四年级下册·人类起源的演化过程:爷爷的爷爷哪里来（2025线上版）,2,0,,,196.0,1.88,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730910,9787519061081,快乐读书吧·五年级下册·西游记 青少版（2025线上版）,1,0,,,196.0,0.56,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730911,9787519061104,快乐读书吧·五年级下册·三国演义 青少版（2025线上版）,2,0,,,196.0,2.43,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730912,9787519061098,快乐读书吧·五年级下册·红楼梦 青少版（2025线上版）,2,0,,,196.0,2.57,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730913,9787519061074,快乐读书吧·五年级下册·水浒传 青少版（2025线上版）,3,0,,,196.0,3.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730916,9787519061036,快乐读书吧·六年级下册·尼尔斯骑鹅旅行记（2025线上版）,1,0,,,196.0,2.65,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730918,ZNNR251205101,快乐读书吧·二年级下册（全三册）（2025线上版）,7,0,,,203.0,0.3,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730919,ZNNR251205102,快乐读书吧·三年级下册（全三册）（2025线上版）,1,0,,,203.0,0.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730920,ZNNR251205103,快乐读书吧·四年级下册（全四册）（2025线上版）,38,0,,,202.58,0.62,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730921,ZNNR251205104,快乐读书吧·五年级下册（全四册）（2025线上版）,33,0,,,202.82,0.71,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730922,ZNNR251205105,快乐读书吧·六年级下册（全四册）（2025线上版）,13,0,,,203.0,0.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730923,9787519061005DRB,快乐读书吧·一年级下册·读读童谣和儿歌（2025达人版）,1,0,,,203.0,0.9,2026-07-15 17:57:35
武清仓,维修库位,智能内容,730942,ZNNR251205106,快乐读书吧·二年级下册（全三册）（2025达人版）,1,0,,,206.0,3.1,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786135,ZNNR251217101,快乐读书吧·三年级下册（全四册）（2025线上版）,2,0,,,192.5,0.11,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786411,9787550526860,初中数学思维提升八年级下（2026智能教辅）,22,0,,,184.68,5.76,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786412,9787550526877,初中数学思维提升七年级下（2026智能教辅）,52,0,,,179.96,7.01,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786661,9787554878316,三年级数学 培优 下册SJ,1,0,,,169.0,0.73,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786663,9787554878293,一年级数学 培优 下册SJ,2,0,,,169.0,1.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786665,9787554878279,二年级数学 培优 下册BS,1,0,,,169.0,0.24,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786666,9787554878262,一年级数学 培优 下册BS,1,0,,,169.0,0.44,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786667,9787554878255,三年级数学 培优 下册RJ,2,0,,,169.0,0.33,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786668,9787554878248,二年级数学 培优 下册RJ,2,0,,,169.0,0.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,786669,9787554878231,一年级数学 培优 下册RJ,1,0,,,169.0,0.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,788334,9787557917395A,计算天天练三年级下册（2026）,2,0,,,156.5,0.75,2026-07-15 17:57:35
武清仓,维修库位,智能内容,788975,ZNNR260108101,快乐读书吧·三年级下册（全四册）（2025线上升级版）,13,0,,,173.46,0.39,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789074,9787501271689,摩比汉语分级绘本 第一级,13,0,,,129.0,1.93,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789075,9787501271665,摩比汉语分级绘本 第二级,8,0,,,129.0,2.04,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789076,9787501271672,摩比汉语分级绘本 第三级,8,0,,,129.0,2.14,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789077,9787501271863,摩比汉语分级绘本 第四级,10,0,,,129.0,2.46,2026-07-15 17:57:35
武清仓,维修库位,智能内容,789349,9787501270729XDB,初中名著·经典常谈（2026修订版）,2,0,,,175.0,0.73,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791167,9787830126575,摩比爱识字第一级（升级版）,43,0,,,123.35,0.74,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791168,9787830126582,摩比爱识字第二级（升级版）,53,0,,,116.66,1.51,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791169,9787830126599,摩比爱识字第三级（升级版）,36,0,,,123.39,0.97,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791226,9787545927122,2026 过考点 数学 一年级 下册RJ,9,0,,,129.0,6.98,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791227,9787545927139,2026过考点 数学 二年级 下册RJ,3,0,,,129.0,2.27,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791228,9787545927146,2026 过考点 数学 三年级 下册RJ,5,0,,,129.0,4.02,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791229,9787545927153,2026 过考点 数学 四年级 下册RJ,2,0,,,129.0,2.86,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791234,9787545927160,2026 过考点 语文 一年级 下册,5,0,,,129.0,5.11,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791235,9787545927177,2026 过考点 语文 二年级 下册,1,0,,,129.0,1.34,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791236,9787545927184,2026 过考点 语文 三年级 下册,3,0,,,129.0,2.6,2026-07-15 17:57:35
武清仓,维修库位,智能内容,791237,9787545927191,2026 过考点 语文 四年级 下册,5,0,,,129.0,8.82,2026-07-15 17:57:35
武清仓,维修库位,智能内容,796556,9787519058517A,快乐读书吧·一年级上册·和大人一起读（全四册）（2026线上版）,68,0,,,52.75,6.25,2026-07-15 17:57:35
